Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Rlap,0,-0.03189,0.00239,0,0,0,0.19423,0.0002172243,0,0,9.365317E-05,5.198147E-05,0.00018557933,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rlap.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rlap.STL,,MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-005 大腿上关节-1;MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-3/EC-A6408-P2-25.OUT.STEP-1;MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-4/EC-A6408-P2-25.OUT.STEP-1,Rhip-Rlap,Rh-Rl,Rh_Rl,continuous,-0.0275,0,-0.061,0,1.5707963267949,0,Rhip,0,0,-1,,,,,,,,,,,,
Rleg1,0.00443,-0.00258,-0.08467,0,0,0,1.54675,0.00627031982,-9.955694E-05,0.00094284831,0.00630261999,-2.567582E-05,0.00174693141,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rleg1.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rleg1.STL,,MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-006 大腿(右)-1;MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-5/EC-A6408-P2-25.STEP-1;MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-4/EC-A6408-P2-25.STEP-1,Rlap-Rleg1,Rl-Rl1,Rl_Rl1,continuous,0,-0.063,0.0280000000000001,1.5707963267949,0,3.14159265358979,Rlap,0,0,-1,,,,,,,,,,,,
Rleg2,-0.00275,-0.15442,-0.00496,0,0,0,0.92397,0.00552379194,3.469597E-05,4.518884E-05,0.00058999945,-0.000588591,0.00566131504,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rleg2.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rleg2.STL,,MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-007 小腿(右)-1;MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-6/EC-A6408-P2-25.STEP-1;MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-5/EC-A6408-P2-25.OUT.STEP-1,Rleg1-Rleg2,Rl1-Rl2,Rl1_Rl2,continuous,-0.00900000000000004,0,-0.146,1.5707963267949,0,-1.5707963267949,Rleg1,0,0,-1,,,,,,,,,,,,
Rankle,0.03381,0,-0.00478,0,0,0,0.21292,0.00010044011,1E-11,7.374506E-05,0.00027395406,0,0.0002425429,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rankle.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rankle.STL,,MOS9.2-LEG-00R 右腿装配-1/EC-A6408-P2-25-TURN-6/EC-A6408-P2-25.OUT.STEP-1;MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-008 脚部关节-1;MOS9.2-LEG-00R 右腿装配-1/EC-A4310-P2-36-TURN-1/EC-A4310-P2-36.OUT.STEP-1,Rleg2-Rankle,Rl2-Ra,Rl2_Ra,continuous,0,-0.2,0.0177999999999997,0,0,0,Rleg2,0,0,-1,,,,,,,,,,,,
Rfoot,0,-0.0233,0.02403,0,0,0,0.67876,0.00137339124,-2.033E-08,-1.7E-10,0.00101905647,-0.0002676393,0.00088815706,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rfoot.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Rfoot.STL,,MOS9.2-LEG-00R 右腿装配-1/右脚^MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-010 脚部支撑-2-1;MOS9.2-LEG-00R 右腿装配-1/右脚^MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-009 脚部支撑-1-1;MOS9.2-LEG-00R 右腿装配-1/右脚^MOS9.2-LEG-00R 右腿装配-1/MOS9.2-LEG-011 脚掌-1;MOS9.2-LEG-00R 右腿装配-1/EC-A4310-P2-36-TURN-1/EC-A4310-P2-36.STEP-1,Rankle-Rfoot,Ra-Rf,Ra_Rf,continuous,0.0689999999999583,0,-0.0259999999999973,0,1.5707963267949,0,Rankle,0,0,1,,,,,,,,,,,,
Lhip,0.00228,0,0.05189,0,0,0,0.74781,0.00088577356,-2.4444E-06,-2.336022E-05,0.00072235721,-2.19293E-06,0.00048011448,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lhip.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lhip.STL,,MOS9.2-LEG-00L 左腿装配-1/大腿根部^MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-003 臀部轴支撑-P2-1;MOS9.2-LEG-00L 左腿装配-1/大腿根部^MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-004 臀部轴支撑-P3-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-2/EC-A6408-P2-25.STEP-1;MOS9.2-LEG-00L 左腿装配-1/大腿根部^MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-002 臀部轴支撑-P1(左)-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-1/EC-A6408-P2-25.OUT.STEP-1,body-Lhip,b-Lh,b_Lh,continuous,-0.0150000000000001,0.0645,-0.0466,1.5707963267949,0,3.14159265358979,body,0,0,-1,,,,,,,,,,,,
Llap,0,-0.03189,0.00239,0,0,0,0.19423,0.0002172243,0,0,9.365317E-05,5.198147E-05,0.00018557933,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Llap.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Llap.STL,,MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-2/EC-A6408-P2-25.OUT.STEP-1;MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-005 大腿上关节-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-3/EC-A6408-P2-25.OUT.STEP-1,Lhip-Llap,Lh-Ll,Lh_Ll,continuous,-0.027499999999988,9.99999999794776E-05,0.0609999999999988,0,1.5707963267949,0,Lhip,0,0,-1,,,,,,,,,,,,
Lleg1,-0.00443,-0.00259,-0.08467,0,0,0,1.54675,0.00627040172,9.940462E-05,-0.0009422302,0.00630241348,-2.69476E-05,0.0017468204,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lleg1.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lleg1.STL,,MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-006 大腿(左)-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-4/EC-A6408-P2-25.STEP-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-3/EC-A6408-P2-25.STEP-1,Llap-Lleg1,Ll-Ll1,Ll_Ll1,continuous,0,-0.0629999999999796,0.0279999999999841,1.5707963267949,0,3.14159265358979,Llap,0,0,-1,,,,,,,,,,,,
Lleg2,0.00274,-0.1544,-0.00496,0,0,0,0.92397,0.00552328494,-3.515248E-05,-4.516944E-05,0.00058958948,-0.0005886137,0.00566039807,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lleg2.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lleg2.STL,,MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-007 小腿(左)-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-5/EC-A6408-P2-25.STEP-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-4/EC-A6408-P2-25.OUT.STEP-1,Lleg1-Lleg2,Ll1-Ll2,Ll1_Ll2,continuous,0.00900000000000006,0,-0.146,1.5707963267949,0,1.5707963267949,Lleg1,0,0,-1,,,,,,,,,,,,
Lankle,-0.03381,0.00018,-0.00502,0,0,0,0.21292,0.00010280109,1.5056E-06,-7.582757E-05,0.0002762631,8.7061E-07,0.00024259484,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lankle.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lankle.STL,,MOS9.2-LEG-00L 左腿装配-1/MOS9.2-LEG-008 脚部关节（左）-1;MOS9.2-LEG-00L 左腿装配-1/EC-A6408-P2-25-TURN-5/EC-A6408-P2-25.OUT.STEP-1;MOS9.2-LEG-00L 左腿装配-1/EC-A4310-P2-36-TURN-1/EC-A4310-P2-36.OUT.STEP-1,Lleg2-Lankle,Ll2-La,Ll2_La,continuous,0,-0.2,0.0177999999999994,0,0,0,Lleg2,0,0,-1,,,,,,,,,,,,
Lfoot,0,-0.0233,-0.02403,0,0,0,0.67876,0.00137339124,2.033E-08,-1.7E-10,0.00101905647,0.0002676393,0.00088815706,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lfoot.STL,1,1,1,1,0,0,0,0,0,0,package://MOS9.2_urdf_0517-3/meshes/Lfoot.STL,,MOS9.2-LEG-00L 左腿装配-1/左脚^MOS9.2-LEG-00L 左腿装配-2/MOS9.2-LEG-010 脚部支撑-2-1;MOS9.2-LEG-00L 左腿装配-1/左脚^MOS9.2-LEG-00L 左腿装配-2/MOS9.2-LEG-009 脚部支撑-1-1;MOS9.2-LEG-00L 左腿装配-1/左脚^MOS9.2-LEG-00L 左腿装配-2/MOS9.2-LEG-011 脚掌-1;MOS9.2-LEG-00L 左腿装配-1/EC-A4310-P2-36-TURN-1/EC-A4310-P2-36.STEP-1,Lankle-Lfoot,La-Lf,La_Lf,continuous,-0.068999999995933,0.00155678563569939,-0.0281533249166232,0,1.5707963267949,0,Lankle,0,0,-1,,,,,,,,,,,,
